TXN-5595b520,Divine Group,851355.79,2025-08-28T11:00:41.736093200,PENDING
TXN-f1ec396f,ALPHA CORP,351226.95,2025-08-28T11:00:41.736093200,PENDING
TXN-b62b8d9f,ALPHA CORP,438792.77,2025-08-28T11:00:41.736093200,PENDING
TXN-b60c1671,Victor Ltd.,385856.87,2025-08-28T11:00:41.736093200,PENDING
TXN-ea2b1d37,ALPHA CORP,485479.63,2025-08-28T11:00:41.737095100,PENDING
TXN-f708343d,Victor Ltd.,1472104.53,2025-08-28T11:00:41.737095100,PENDING
TXN-34e8eb56,Divine Group,198768.60,2025-08-28T11:00:41.737095100,PENDING
TXN-36d90a61,Victor Ltd.,1110675.20,2025-08-28T11:00:41.737095100,PENDING
TXN-15eaa0e9,Divine Group,575656.59,2025-08-28T11:00:41.737095100,PENDING
TXN-0b4904ce,ALPHA CORP,70248.75,2025-08-28T11:00:41.737095100,PENDING
TXN-eb808802,Perfect Pharma,19233.84,2025-08-28T11:00:41.737095100,PENDING
TXN-917ee18b,Victor Ltd.,615323.44,2025-08-28T11:00:41.737095100,PENDING
TXN-042ea15c,Perfect Pharma,327004.01,2025-08-28T11:00:41.737095100,PENDING
TXN-c46e9da3,Divine Group,235191.22,2025-08-28T11:00:41.738093500,PENDING
TXN-ecead0d1,Perfect Pharma,49317.75,2025-08-28T11:00:41.738093500,PENDING
TXN-2ea892f8,ALPHA CORP,23450.81,2025-08-28T11:00:41.738093500,PENDING
TXN-74aea22d,ALPHA CORP,977867.74,2025-08-28T11:00:41.738093500,PENDING
TXN-d3016f9e,Divine Group,888286.42,2025-08-28T11:00:41.738093500,PENDING
TXN-f88857a8,Victor Ltd.,433000.71,2025-08-28T11:00:41.738093500,PENDING
TXN-810c7685,ALPHA CORP,869364.88,2025-08-28T11:00:41.738093500,PENDING
TXN-ad4b3ebb,Divine Group,512772.36,2025-08-28T11:00:41.738093500,PENDING
TXN-ccdc9854,Divine Group,567491.23,2025-08-28T11:00:41.738093500,PENDING
TXN-da8d43ac,ALPHA CORP,855687.67,2025-08-28T11:00:41.738093500,PENDING
TXN-d784a072,Divine Group,464041.50,2025-08-28T11:00:41.738093500,PENDING
TXN-ea461ed9,Divine Group,217987.91,2025-08-28T11:00:41.738093500,PENDING
TXN-498858c5,Perfect Pharma,1079863.03,2025-08-28T11:00:41.738093500,PENDING
TXN-491f722b,Victor Ltd.,951088.34,2025-08-28T11:00:41.738093500,PENDING
TXN-ba82b10c,Victor Ltd.,944239.01,2025-08-28T11:00:41.738093500,PENDING
TXN-3a8a7912,Perfect Pharma,227337.17,2025-08-28T11:00:41.738093500,PENDING
TXN-41fd14be,ALPHA CORP,740459.73,2025-08-28T11:00:41.738093500,PENDING
TXN-88f05403,Perfect Pharma,649343.16,2025-08-28T11:00:41.739606800,PENDING
TXN-44ac937a,ALPHA CORP,16488.29,2025-08-28T11:00:41.739606800,PENDING
TXN-41d328b6,ALPHA CORP,364660.29,2025-08-28T11:00:41.739606800,PENDING
TXN-0aba360a,Divine Group,1070141.24,2025-08-28T11:00:41.739606800,PENDING
TXN-7da4829f,Perfect Pharma,1299701.81,2025-08-28T11:00:41.739606800,PENDING
TXN-9c7d60d0,Divine Group,513372.37,2025-08-28T11:00:41.739606800,PENDING
TXN-cf11dd84,Victor Ltd.,366924.37,2025-08-28T11:00:41.739606800,PENDING
TXN-0610451a,Victor Ltd.,895381.73,2025-08-28T11:00:41.739606800,PENDING
TXN-f039fcaf,ALPHA CORP,1332446.54,2025-08-28T11:00:41.739606800,PENDING
TXN-28c23218,ALPHA CORP,706060.12,2025-08-28T11:00:41.739606800,PENDING
TXN-f8b84eca,Perfect Pharma,735401.43,2025-08-28T11:00:41.739606800,PENDING
TXN-5ddcc178,ALPHA CORP,392718.82,2025-08-28T11:00:41.739606800,PENDING
TXN-971f8db6,Victor Ltd.,128109.88,2025-08-28T11:00:41.739606800,PENDING
TXN-6281f05a,Victor Ltd.,419573.45,2025-08-28T11:00:41.740621400,PENDING
TXN-72d78237,Perfect Pharma,894827.85,2025-08-28T11:00:41.740621400,PENDING
TXN-2b955b0a,Perfect Pharma,884447.53,2025-08-28T11:00:41.740621400,PENDING
TXN-04f95d04,ALPHA CORP,1489037.35,2025-08-28T11:00:41.740621400,PENDING
TXN-1215cf50,Perfect Pharma,579012.52,2025-08-28T11:00:41.740621400,PENDING
TXN-0a3adae6,Divine Group,1415046.01,2025-08-28T11:00:41.740621400,PENDING
TXN-fbfa0138,ALPHA CORP,563593.94,2025-08-28T11:00:41.740621400,PENDING
TXN-185a079d,Victor Ltd.,484333.95,2025-08-28T11:00:41.740621400,PENDING
TXN-70d226e3,Victor Ltd.,805063.27,2025-08-28T11:00:41.740621400,PENDING
TXN-c0be1c06,Victor Ltd.,776079.99,2025-08-28T11:00:41.740621400,PENDING
TXN-5e1b6652,Divine Group,780450.79,2025-08-28T11:00:41.740621400,PENDING
TXN-3b616fe0,Divine Group,445200.75,2025-08-28T11:00:41.741622100,PENDING
TXN-3661b0df,Perfect Pharma,250163.84,2025-08-28T11:00:41.741622100,PENDING
TXN-1223c7bc,Victor Ltd.,519933.87,2025-08-28T11:00:41.741622100,PENDING
TXN-12d8aad7,Victor Ltd.,94773.73,2025-08-28T11:00:41.741622100,PENDING
TXN-0bf9e502,Victor Ltd.,66131.71,2025-08-28T11:00:41.741622100,PENDING
TXN-672de21a,Divine Group,1189077.11,2025-08-28T11:00:41.741622100,PENDING
TXN-7259f7bf,Perfect Pharma,1405019.16,2025-08-28T11:00:41.741622100,PENDING
TXN-9de57091,ALPHA CORP,407721.79,2025-08-28T11:00:41.741622100,PENDING
TXN-8fceffb5,Perfect Pharma,1352068.80,2025-08-28T11:00:41.741622100,PENDING
TXN-c4a1762d,ALPHA CORP,959842.24,2025-08-28T11:00:41.741622100,PENDING
TXN-fc45b511,ALPHA CORP,1241469.42,2025-08-28T11:00:41.742620400,PENDING
TXN-8ccda3e6,Victor Ltd.,623058.73,2025-08-28T11:00:41.742620400,PENDING
TXN-8b1d964d,ALPHA CORP,734071.74,2025-08-28T11:00:41.742620400,PENDING
TXN-cad77b40,Divine Group,129042.28,2025-08-28T11:00:41.742620400,PENDING
TXN-0d5fe8a1,ALPHA CORP,756606.49,2025-08-28T11:00:41.742620400,PENDING
TXN-6de33e71,Victor Ltd.,532162.64,2025-08-28T11:00:41.742620400,PENDING
TXN-e75bf2cd,Divine Group,1331401.47,2025-08-28T11:00:41.742620400,PENDING
TXN-cbc2d0f5,ALPHA CORP,1056166.31,2025-08-28T11:00:41.742620400,PENDING
TXN-1fa18cb7,Perfect Pharma,25264.75,2025-08-28T11:00:41.742620400,PENDING
TXN-88c7e0c7,Perfect Pharma,242989.11,2025-08-28T11:00:41.742620400,PENDING
TXN-26028fb8,Victor Ltd.,1223678.88,2025-08-28T11:00:41.742620400,PENDING
TXN-e09f4e7d,Victor Ltd.,8492.21,2025-08-28T11:00:41.742620400,PENDING
TXN-0a8bc2f4,Perfect Pharma,215066.43,2025-08-28T11:00:41.742620400,PENDING
TXN-713a60a6,ALPHA CORP,708290.66,2025-08-28T11:00:41.742620400,PENDING
TXN-3825176f,ALPHA CORP,604750.74,2025-08-28T11:00:41.742620400,PENDING
TXN-edd53a37,ALPHA CORP,1003793.51,2025-08-28T11:00:41.742620400,PENDING
TXN-5caaf5a5,Divine Group,635612.46,2025-08-28T11:00:41.743620400,PENDING
TXN-fded375d,Perfect Pharma,160779.84,2025-08-28T11:00:41.743620400,PENDING
TXN-b9555165,Divine Group,1084780.72,2025-08-28T11:00:41.743620400,PENDING
TXN-1d74bd4f,Divine Group,910691.98,2025-08-28T11:00:41.743620400,PENDING
TXN-ff81b529,Divine Group,928008.34,2025-08-28T11:00:41.743620400,PENDING
TXN-ebdbebea,Perfect Pharma,625987.31,2025-08-28T11:00:41.743620400,PENDING
TXN-aeb132b3,Victor Ltd.,1196881.21,2025-08-28T11:00:41.743620400,PENDING
TXN-98ed3436,Divine Group,1125946.89,2025-08-28T11:00:41.743620400,PENDING
TXN-c212a8a5,Perfect Pharma,686786.25,2025-08-28T11:00:41.743620400,PENDING
TXN-0b6993d3,Perfect Pharma,383642.99,2025-08-28T11:00:41.743620400,PENDING
TXN-c29241a4,Victor Ltd.,817202.82,2025-08-28T11:00:41.743620400,PENDING
TXN-5fbb87bf,Divine Group,980514.23,2025-08-28T11:00:41.743620400,PENDING
TXN-31f883d7,Victor Ltd.,906583.37,2025-08-28T11:00:41.743620400,PENDING
TXN-c30c3374,Victor Ltd.,1318746.90,2025-08-28T11:00:41.743620400,PENDING
TXN-b817d5bd,Perfect Pharma,916076.26,2025-08-28T11:00:41.743620400,PENDING
TXN-ab5fb7b2,Victor Ltd.,1367663.51,2025-08-28T11:00:41.743620400,PENDING
TXN-a4d4c582,ALPHA CORP,768160.93,2025-08-28T11:00:41.743620400,PENDING
TXN-6df7e032,ALPHA CORP,575714.36,2025-08-28T11:00:41.743620400,PENDING
TXN-a925f37c,Victor Ltd.,1175104.95,2025-08-28T11:00:41.744620400,PENDING
TXN-203205f1,Perfect Pharma,903086.14,2025-08-28T11:00:41.744620400,PENDING
TXN-47bd3383,Victor Ltd.,769057.04,2025-08-28T11:00:41.744620400,PENDING
TXN-9287b57c,ALPHA CORP,919490.76,2025-08-28T11:00:41.744620400,PENDING
TXN-7ba6da4e,Perfect Pharma,806966.99,2025-08-28T11:00:41.744620400,PENDING
TXN-1839d3e7,Victor Ltd.,455367.82,2025-08-28T11:00:41.744620400,PENDING
TXN-e4397d43,ALPHA CORP,492822.45,2025-08-28T11:00:41.744620400,PENDING
TXN-3283414e,Perfect Pharma,970621.23,2025-08-28T11:00:41.744620400,PENDING
TXN-1d615b2f,Perfect Pharma,949095.43,2025-08-28T11:00:41.744620400,PENDING
TXN-4e9e1038,ALPHA CORP,46448.68,2025-08-28T11:00:41.744620400,PENDING
TXN-1c70bcb8,Divine Group,1040024.55,2025-08-28T11:00:41.744620400,PENDING
TXN-ad47d1f8,Victor Ltd.,189008.27,2025-08-28T11:00:41.744620400,PENDING
TXN-3badccd7,Victor Ltd.,1467164.31,2025-08-28T11:00:41.744620400,PENDING
TXN-5f75cd36,ALPHA CORP,449311.31,2025-08-28T11:00:41.744620400,PENDING
TXN-dfdb08c8,Divine Group,832797.60,2025-08-28T11:00:41.744620400,PENDING
TXN-d902d8c0,Perfect Pharma,720897.99,2025-08-28T11:00:41.744620400,PENDING
TXN-25f3688c,ALPHA CORP,374185.69,2025-08-28T11:00:41.744620400,PENDING
TXN-9691546d,ALPHA CORP,618347.68,2025-08-28T11:00:41.744620400,PENDING
TXN-41bdc298,Divine Group,596917.12,2025-08-28T11:00:41.745618300,PENDING
TXN-160ae944,Divine Group,872392.21,2025-08-28T11:00:41.745618300,PENDING
TXN-4cbbf336,Victor Ltd.,620269.50,2025-08-28T11:00:41.745618300,PENDING
TXN-2c10361f,Perfect Pharma,798501.29,2025-08-28T11:00:41.745618300,PENDING
TXN-088304b0,Divine Group,1167392.46,2025-08-28T11:00:41.745618300,PENDING
TXN-9cebb432,Victor Ltd.,1234777.99,2025-08-28T11:00:41.745618300,PENDING
TXN-91ebba23,Divine Group,1439523.14,2025-08-28T11:00:41.745618300,PENDING
TXN-5da61f91,Victor Ltd.,18269.40,2025-08-28T11:00:41.745618300,PENDING
TXN-2af9eef8,Perfect Pharma,716479.87,2025-08-28T11:00:41.745618300,PENDING
TXN-da331577,ALPHA CORP,1233763.17,2025-08-28T11:00:41.745618300,PENDING
TXN-613d3a1e,Victor Ltd.,721789.99,2025-08-28T11:00:41.745618300,PENDING
TXN-f5440d49,Perfect Pharma,1249899.09,2025-08-28T11:00:41.745618300,PENDING
TXN-ad2e1bfa,Perfect Pharma,315455.29,2025-08-28T11:00:41.745618300,PENDING
TXN-1e17a1c9,ALPHA CORP,448707.86,2025-08-28T11:00:41.745618300,PENDING
TXN-a8b1df73,Divine Group,773803.65,2025-08-28T11:00:41.745618300,PENDING
TXN-ab14f74c,ALPHA CORP,38678.51,2025-08-28T11:00:41.745618300,PENDING
TXN-9a9f3afc,Victor Ltd.,508431.56,2025-08-28T11:00:41.745618300,PENDING
TXN-02b496dc,Victor Ltd.,79192.35,2025-08-28T11:00:41.746619400,PENDING
TXN-838a6d83,Divine Group,177621.19,2025-08-28T11:00:41.746619400,PENDING
TXN-29ad0b2b,Perfect Pharma,381187.64,2025-08-28T11:00:41.746619400,PENDING
TXN-3fcd6986,ALPHA CORP,1024074.49,2025-08-28T11:00:41.746619400,PENDING
TXN-54c9969e,Divine Group,44306.25,2025-08-28T11:00:41.746619400,PENDING
TXN-f6e0e338,ALPHA CORP,1144696.17,2025-08-28T11:00:41.746619400,PENDING
TXN-35586246,ALPHA CORP,999120.20,2025-08-28T11:00:41.746619400,PENDING
TXN-1e5dfd78,Divine Group,240716.54,2025-08-28T11:00:41.746619400,PENDING
TXN-09e852b1,Divine Group,96881.04,2025-08-28T11:00:41.746619400,PENDING
TXN-b7936171,Perfect Pharma,1447077.08,2025-08-28T11:00:41.746619400,PENDING
TXN-c8cb576f,ALPHA CORP,621807.00,2025-08-28T11:00:41.746619400,PENDING
TXN-b31163b3,Victor Ltd.,457441.41,2025-08-28T11:00:41.746619400,PENDING
TXN-83bca386,Perfect Pharma,1334325.46,2025-08-28T11:00:41.746619400,PENDING
TXN-29d05a6d,Perfect Pharma,258660.46,2025-08-28T11:00:41.746619400,PENDING
TXN-56c11734,Divine Group,1462.09,2025-08-28T11:00:41.746619400,PENDING
TXN-b17e6624,ALPHA CORP,731802.92,2025-08-28T11:00:41.746619400,PENDING
TXN-23a708a8,ALPHA CORP,1464086.09,2025-08-28T11:00:41.747619700,PENDING
TXN-43aeaf4b,ALPHA CORP,786975.67,2025-08-28T11:00:41.747619700,PENDING
TXN-e60a889a,Perfect Pharma,1438311.37,2025-08-28T11:00:41.747619700,PENDING
TXN-ba5a3e51,ALPHA CORP,1115020.64,2025-08-28T11:00:41.747619700,PENDING
TXN-3388b887,ALPHA CORP,312509.93,2025-08-28T11:00:41.747619700,PENDING
TXN-ecd66c3b,Perfect Pharma,24557.48,2025-08-28T11:00:41.747619700,PENDING
TXN-72408c73,Victor Ltd.,1315858.51,2025-08-28T11:00:41.747619700,PENDING
TXN-5406c077,Divine Group,230889.27,2025-08-28T11:00:41.747619700,PENDING
TXN-e8bad9d3,Victor Ltd.,1282895.95,2025-08-28T11:00:41.747619700,PENDING
TXN-160cd8e3,Perfect Pharma,1032875.30,2025-08-28T11:00:41.747619700,PENDING
TXN-946fbca5,Victor Ltd.,378524.77,2025-08-28T11:00:41.747619700,PENDING
TXN-1140a707,Divine Group,389639.20,2025-08-28T11:00:41.747619700,PENDING
TXN-43239d5a,Perfect Pharma,713466.49,2025-08-28T11:00:41.747619700,PENDING
TXN-67b771d7,ALPHA CORP,1126951.61,2025-08-28T11:00:41.747619700,PENDING
TXN-49ed0365,Divine Group,711029.78,2025-08-28T11:00:41.747619700,PENDING
TXN-204dfcef,Perfect Pharma,1498747.90,2025-08-28T11:00:41.747619700,PENDING
TXN-346a2806,Divine Group,1127807.98,2025-08-28T11:00:41.747619700,PENDING
TXN-804fd9fb,Divine Group,703364.85,2025-08-28T11:00:41.748620600,PENDING
TXN-4eb5fc4f,Divine Group,170328.82,2025-08-28T11:00:41.748620600,PENDING
TXN-afd88b43,Victor Ltd.,307129.39,2025-08-28T11:00:41.748620600,PENDING
TXN-2cf935c6,Perfect Pharma,339926.63,2025-08-28T11:00:41.748620600,PENDING
TXN-e1afccf8,Divine Group,525141.71,2025-08-28T11:00:41.748620600,PENDING
TXN-355d6d02,ALPHA CORP,979519.57,2025-08-28T11:00:41.749620100,PENDING
TXN-6a2a2f0e,Perfect Pharma,1401523.33,2025-08-28T11:00:41.749620100,PENDING
TXN-05cd4bb7,Victor Ltd.,292673.51,2025-08-28T11:00:41.749620100,PENDING
TXN-5774a9b2,ALPHA CORP,361683.32,2025-08-28T11:00:41.749620100,PENDING
TXN-17c92c65,Victor Ltd.,605814.17,2025-08-28T11:00:41.749620100,PENDING
TXN-9763dea1,ALPHA CORP,160550.37,2025-08-28T11:00:41.749620100,PENDING
TXN-a6a9cda7,Victor Ltd.,431660.62,2025-08-28T11:00:41.749620100,PENDING
TXN-a1485bb9,ALPHA CORP,54551.92,2025-08-28T11:00:41.749620100,PENDING
TXN-8464b2e4,Perfect Pharma,780676.35,2025-08-28T11:00:41.749620100,PENDING
TXN-f2a6ec7c,ALPHA CORP,1004112.49,2025-08-28T11:00:41.749620100,PENDING
TXN-e7750886,Victor Ltd.,523100.46,2025-08-28T11:00:41.749620100,PENDING
TXN-84cf2470,Perfect Pharma,995095.75,2025-08-28T11:00:41.749620100,PENDING
TXN-c403c311,Victor Ltd.,280820.08,2025-08-28T11:00:41.749620100,PENDING
TXN-ac5952f6,Victor Ltd.,451378.12,2025-08-28T11:00:41.749620100,PENDING
TXN-2c48633a,Victor Ltd.,228733.87,2025-08-28T11:00:41.749620100,PENDING
TXN-9f1f428a,Victor Ltd.,719314.33,2025-08-28T11:00:41.750621600,PENDING
TXN-3d7bfa03,Divine Group,454082.12,2025-08-28T11:00:41.750621600,PENDING
TXN-fa4cf65b,ALPHA CORP,271344.60,2025-08-28T11:00:41.750621600,PENDING
TXN-5a71a21c,ALPHA CORP,1432022.59,2025-08-28T11:00:41.750621600,PENDING
TXN-7cf1e0a7,Perfect Pharma,826068.74,2025-08-28T11:00:41.750621600,PENDING
TXN-1aa5c77a,Divine Group,1238209.25,2025-08-28T11:00:41.750621600,PENDING
TXN-5fb130d8,Victor Ltd.,1239008.41,2025-08-28T11:00:41.750621600,PENDING
TXN-c61ffec7,Divine Group,454102.98,2025-08-28T11:00:41.750621600,PENDING
TXN-738833e5,Divine Group,117337.76,2025-08-28T11:00:41.750621600,PENDING
TXN-de63f317,Victor Ltd.,1313273.64,2025-08-28T11:00:41.750621600,PENDING
TXN-abbff82a,Divine Group,341307.20,2025-08-28T11:00:41.750621600,PENDING
TXN-b877e77b,ALPHA CORP,1334500.83,2025-08-28T11:00:41.750621600,PENDING
TXN-e9d0a981,Divine Group,611396.97,2025-08-28T11:00:41.750621600,PENDING
TXN-5420ac4c,Perfect Pharma,1398962.90,2025-08-28T11:00:41.750621600,PENDING
TXN-30dcc42d,ALPHA CORP,773944.13,2025-08-28T11:00:41.751621900,PENDING
TXN-3c488ad9,Victor Ltd.,552890.84,2025-08-28T11:00:41.751621900,PENDING
TXN-410dd315,Perfect Pharma,470250.23,2025-08-28T11:00:41.751621900,PENDING
TXN-0538befa,ALPHA CORP,578258.00,2025-08-28T11:00:41.751621900,PENDING
TXN-06751eb3,Victor Ltd.,397089.29,2025-08-28T11:00:41.751621900,PENDING
TXN-6670c748,Perfect Pharma,1070808.57,2025-08-28T11:00:41.751621900,PENDING
TXN-c7b44b39,Perfect Pharma,98736.78,2025-08-28T11:00:41.751621900,PENDING
TXN-9e746c06,ALPHA CORP,1231834.51,2025-08-28T11:00:41.751621900,PENDING
TXN-b44d629b,ALPHA CORP,1178008.02,2025-08-28T11:00:41.751621900,PENDING
TXN-cf688cbf,Divine Group,1081571.78,2025-08-28T11:00:41.751621900,PENDING
TXN-dc41d1a1,ALPHA CORP,814592.27,2025-08-28T11:00:41.751621900,PENDING
TXN-3b041c3c,Victor Ltd.,852043.89,2025-08-28T11:00:41.751621900,PENDING
TXN-3e958684,Perfect Pharma,1193343.46,2025-08-28T11:00:41.751621900,PENDING
TXN-ff90e73a,Divine Group,22493.45,2025-08-28T11:00:41.751621900,PENDING
TXN-f3bbd9b0,ALPHA CORP,1039155.53,2025-08-28T11:00:41.751621900,PENDING
TXN-7c01c825,Victor Ltd.,26879.23,2025-08-28T11:00:41.751621900,PENDING
TXN-9b4827cf,Victor Ltd.,1496033.34,2025-08-28T11:00:41.751621900,PENDING
TXN-5089729f,Victor Ltd.,1327929.72,2025-08-28T11:00:41.751621900,PENDING
TXN-da2c22a9,ALPHA CORP,1345131.32,2025-08-28T11:00:41.752622400,PENDING
TXN-5082c109,Divine Group,1134290.15,2025-08-28T11:00:41.752622400,PENDING
TXN-6c7e23f1,Perfect Pharma,1492807.60,2025-08-28T11:00:41.752622400,PENDING
TXN-2d6fe75c,Perfect Pharma,240615.81,2025-08-28T11:00:41.752622400,PENDING
TXN-f45c9794,ALPHA CORP,797538.36,2025-08-28T11:00:41.752622400,PENDING
TXN-0ace76fd,Divine Group,1290443.60,2025-08-28T11:00:41.752622400,PENDING
TXN-db25f25f,Divine Group,1289132.32,2025-08-28T11:00:41.752622400,PENDING
TXN-2201f0f7,ALPHA CORP,747666.28,2025-08-28T11:00:41.752622400,PENDING
TXN-add4f9a5,Divine Group,772183.91,2025-08-28T11:00:41.752622400,PENDING
TXN-25d0fcb9,ALPHA CORP,991811.47,2025-08-28T11:00:41.752622400,PENDING
TXN-bec0f5a5,Perfect Pharma,39389.55,2025-08-28T11:00:41.752622400,PENDING
TXN-2ef8cc0c,Victor Ltd.,1477193.69,2025-08-28T11:00:41.752622400,PENDING
TXN-03e008f2,ALPHA CORP,1027308.23,2025-08-28T11:00:41.752622400,PENDING
TXN-38dbfbcd,Divine Group,220924.75,2025-08-28T11:00:41.752622400,PENDING
TXN-ef81adbf,ALPHA CORP,687528.99,2025-08-28T11:00:41.752622400,PENDING
TXN-77523bc9,Perfect Pharma,561499.07,2025-08-28T11:00:41.753623500,PENDING
TXN-59f9060c,Perfect Pharma,108060.83,2025-08-28T11:00:41.753623500,PENDING
TXN-912206fb,Divine Group,653532.92,2025-08-28T11:00:41.753623500,PENDING
TXN-5baf1dec,Divine Group,1401436.87,2025-08-28T11:00:41.753623500,PENDING
TXN-8e29dd6a,Victor Ltd.,1235051.36,2025-08-28T11:00:41.753623500,PENDING
TXN-49b09234,Perfect Pharma,557451.15,2025-08-28T11:00:41.753623500,PENDING
TXN-a1cd5aaf,ALPHA CORP,692876.69,2025-08-28T11:00:41.753623500,PENDING
TXN-2695a370,ALPHA CORP,817156.46,2025-08-28T11:00:41.753623500,PENDING
TXN-6642a903,Victor Ltd.,1203654.87,2025-08-28T11:00:41.753623500,PENDING
TXN-7b9a0ea6,ALPHA CORP,63405.05,2025-08-28T11:00:41.753623500,PENDING
TXN-83b3da63,Perfect Pharma,384372.69,2025-08-28T11:00:41.753623500,PENDING
TXN-e9ec49d6,Divine Group,1024990.52,2025-08-28T11:00:41.753623500,PENDING
TXN-029d1f18,Perfect Pharma,1000830.06,2025-08-28T11:00:41.753623500,PENDING
TXN-3f240fad,ALPHA CORP,572119.32,2025-08-28T11:00:41.753623500,PENDING
TXN-b5baa90e,ALPHA CORP,263095.84,2025-08-28T11:00:41.753623500,PENDING
TXN-78cbafc4,ALPHA CORP,415076.22,2025-08-28T11:00:41.753623500,PENDING
TXN-599da20f,Divine Group,744065.74,2025-08-28T11:00:41.753623500,PENDING
